tail,head,capacity,length,fft(min),alpha,beta,speedLimit,toll,link_type,
624,625,2823.87,0.573913,0.573913333,0.15,4,1,0,0,0
624,627,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
625,624,3765.15,0.573913,0.573913333,0.15,4,1,0.0573913,0,0
625,627,1325.24,0.495652,0.495651667,0.15,4,1,0.0495652,0,0
625,655,2919.23,0.481481,0.481481667,0.15,4,1,0.0481481,0,0
626,622,2823.87,0.495652,0.495651667,0.15,4,1,0,0,0
626,627,1882.58,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
626,1028,1325.24,1.12174,1.12174,0.15,4,1,0.112174,0,0
627,625,1882.58,0.495652,0.495651667,0.15,4,1,0.0495652,0,0
627,626,1325.24,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
627,629,1882.58,0.86087,0.86087,0.15,4,1,0,0,0
628,80,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
628,626,2823.87,0.573913,0.573913333,0.15,4,1,0,0,0
629,80,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
629,450,4017.38,0.72,0.72,0.15,4,1,0,0,0
630,576,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
630,631,941.289,0.782609,0.782608333,0.15,4,1,0,0,0
630,633,941.289,0.991304,0.991303333,0.15,4,1,0,0,0
631,106,1.00E+05,1.24,1.24,0.15,4,1,0,0,0
631,630,941.289,0.782609,0.782608333,0.15,4,1,0,0,0
631,632,941.289,0.782609,0.782608333,0.15,4,1,0,0,0
632,581,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
632,631,941.289,0.782609,0.782608333,0.15,4,1,0,0,0
632,634,662.622,1.2,1.2,0.15,4,1,0,0,0
632,635,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
633,106,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
633,111,1.00E+05,1.84,1.84,0.15,4,1,0,0,0
633,630,941.289,0.991304,0.991303333,0.15,4,1,0,0,0
633,838,1882.58,0.991304,0.991303333,0.15,4,1,0,0,0
634,106,1.00E+05,1.4,1.4,0.15,4,1,0,0,0
634,632,662.622,1.2,1.2,0.15,4,1,0,0,0
634,671,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
635,586,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
635,632,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
635,636,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
635,673,941.289,2.08696,2.086966667,0.15,4,1,0,0,0
636,589,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
636,635,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
636,637,662.622,0.521739,0.521738333,0.15,4,1,0,0,0
636,638,1325.24,0.6,0.6,0.15,4,1,0,0,0
637,105,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
637,636,662.622,0.521739,0.521738333,0.15,4,1,0,0,0
637,675,662.622,1.43478,1.43478,0.15,4,1,0,0,0
638,593,662.622,0.834783,0.834783333,0.15,4,1,0,0,0
638,636,1325.24,0.6,0.6,0.15,4,1,0,0,0
638,639,1325.24,0.469565,0.469565,0.15,4,1,0,0,0
638,640,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
639,105,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
639,638,662.622,0.469565,0.469565,0.15,4,1,0,0,0
639,676,1325.24,1.27826,1.27826,0.15,4,1,0,0,0
640,596,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
640,638,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
640,643,941.289,1.12174,1.12174,0.15,4,1,0.112174,0,0
640,678,662.622,1.5913,1.5913,0.15,4,1,0,0,0
641,642,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
641,643,941.289,0.495652,0.495651667,0.15,4,1,0,0,0
642,641,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
642,679,1882.58,0.495652,0.495651667,0.15,4,1,0,0,0
643,600,941.289,0.6,0.6,0.15,4,1,0,0,0
643,640,941.289,1.12174,1.12174,0.15,4,1,0,0,0
643,641,1882.58,0.495652,0.495651667,0.15,4,1,0,0,0
643,644,1325.24,0.33913,0.33913,0.15,4,1,0,0,0
644,96,1.00E+05,0.88,0.88,0.15,4,1,0,0,0
644,643,662.622,0.33913,0.33913,0.15,4,1,0,0,0
644,645,1325.24,0.391304,0.391303333,0.15,4,1,0,0,0
645,601,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
645,644,662.622,0.391304,0.391303333,0.15,4,1,0,0,0
645,646,1325.24,0.678261,0.678261667,0.15,4,1,0,0,0
645,680,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
646,645,1325.24,0.678261,0.678261667,0.15,4,1,0,0,0
646,647,2823.87,0.573913,0.573913333,0.15,4,1,0,0,0
646,648,1325.24,0.808696,0.808696667,0.15,4,1,0.0808696,0,0
646,681,2823.87,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
647,95,1.00E+05,0.68,0.68,0.15,4,1,0,0,0
647,608,2823.87,0.6,0.6,0.15,4,1,0,0,0
647,646,2823.87,0.573913,0.573913333,0.15,4,1,0.0573913,0,0
648,94,1.00E+05,1.2,1.2,0.15,4,1,0,0,0
648,646,1325.24,0.808696,0.808696667,0.15,4,1,0,0,0
648,649,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
649,648,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
649,650,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
649,651,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
649,659,1325.24,1.01739,1.01739,0.15,4,1,0.101739,0,0
650,95,1.00E+05,1.4,1.4,0.15,4,1,0,0,0
650,616,1325.24,0.443478,0.443478333,0.15,4,1,0,0,0
650,649,1325.24,0.573913,0.573913333,0.15,4,1,0.0573913,0,0
651,649,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
651,652,1325.24,0.678261,0.678261667,0.15,4,1,0,0,0
651,653,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
651,658,1325.24,0.391304,0.391303333,0.15,4,1,0.0391304,0,0
652,79,1.00E+05,0.64,0.64,0.15,4,1,0,0,0
652,619,1325.24,0.443478,0.443478333,0.15,4,1,0,0,0
652,651,1325.24,0.678261,0.678261667,0.15,4,1,0.0678261,0,0
653,81,1.00E+05,0.48,0.48,0.15,4,1,0,0,0
653,651,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
653,654,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
654,653,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
654,655,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
654,656,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
655,625,3892.31,0.481481,0.481481667,0.15,4,1,0.0481481,0,0
655,654,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
655,656,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
656,655,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
656,657,2919.23,0.37037,0.37037,0.15,4,1,0.037037,0,0
657,80,1.00E+05,1.4,1.4,0.15,4,1,0,0,0
657,656,3892.31,0.37037,0.37037,0.15,4,1,0.037037,0,0
657,702,2919.23,0.777778,0.777778333,0.15,4,1,0.0777778,0,0
658,81,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
658,651,1325.24,0.391304,0.391303333,0.15,4,1,0,0,0
658,698,1325.24,1.17391,1.17391,0.15,4,1,0.117391,0,0
659,94,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
659,649,662.622,1.01739,1.01739,0.15,4,1,0,0,0
659,696,1325.24,0.547826,0.547826667,0.15,4,1,0.0547826,0,0
660,133,1.00E+05,2,2,0.15,4,1,0,0,0
660,513,3395.99,2.57971,2.579716667,0.15,4,1,0,0,0
660,661,1298.36,1.22182,1.22182,0.15,4,1,0,0,0
660,737,3395.99,8.01449,8.014483333,0.15,4,1,0,0,0
661,660,1298.36,1.22182,1.22182,0.15,4,1,0,0,0
661,662,966.833,1.28986,1.28986,0.15,4,1,0,0,0
662,119,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
662,661,966.833,1.28986,1.28986,0.15,4,1,0,0,0
662,663,966.833,0.492754,0.492753333,0.15,4,1,0,0,0
663,662,966.833,0.492754,0.492753333,0.15,4,1,0,0,0
663,664,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
664,663,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
664,665,966.833,0.797101,0.797101667,0.15,4,1,0,0,0
665,114,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
665,664,966.833,0.797101,0.797101667,0.15,4,1,0,0,0
665,666,1946.15,0.425926,0.425926667,0.15,4,1,0,0,0
666,567,1882.58,1.77391,1.773916667,0.15,4,1,0,0,0
666,665,1946.15,0.425926,0.425926667,0.15,4,1,0,0,0
666,667,1946.15,1.22222,1.22222,0.15,4,1,0,0,0
667,111,1.00E+05,1.64,1.64,0.15,4,1,0,0,0
667,116,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
667,666,1946.15,1.22222,1.22222,0.15,4,1,0,0,0
667,668,1946.15,0.87037,0.87037,0.15,4,1,0.087037,0,0
668,667,1946.15,0.87037,0.87037,0.15,4,1,0,0,0
668,669,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
668,837,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
668,838,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
669,668,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
669,670,1946.15,0.555556,0.555556667,0.15,4,1,0,0,0
669,837,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
669,838,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
670,106,1.00E+05,1.68,1.68,0.15,4,1,0,0,0
670,110,1.00E+05,2.64,2.64,0.15,4,1,0,0,0
670,669,973.077,0.555556,0.555556667,0.15,4,1,0,0,0
670,671,1946.15,0.555556,0.555556667,0.15,4,1,0.0555556,0,0
671,634,662.622,0.886957,0.886956667,0.15,4,1,0,0,0
671,670,973.077,0.555556,0.555556667,0.15,4,1,0,0,0
671,672,2919.23,0.296296,0.296296667,0.15,4,1,0,0,0
672,671,973.077,0.296296,0.296296667,0.15,4,1,0,0,0
672,673,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
672,674,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
673,635,941.289,2.08696,2.086966667,0.15,4,1,0,0,0
673,672,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
673,674,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
674,672,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
674,673,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
674,675,2919.23,0.351852,0.351851667,0.15,4,1,0,0,0
675,637,662.622,1.43478,1.43478,0.15,4,1,0,0,0
675,674,973.077,0.351852,0.351851667,0.15,4,1,0,0,0
675,676,2919.23,0.481481,0.481481667,0.15,4,1,0,0,0
675,686,662.622,0.913043,0.913043333,0.15,4,1,0.0913043,0,0
676,639,662.622,1.27826,1.27826,0.15,4,1,0,0,0
676,675,973.077,0.481481,0.481481667,0.15,4,1,0.0481481,0,0
676,677,2919.23,0.277778,0.277778333,0.15,4,1,0,0,0
676,687,941.289,2.21739,2.217383333,0.15,4,1,0,0,0
677,99,1.00E+05,2.48,2.48,0.15,4,1,0,0,0
677,676,973.077,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
677,678,2919.23,0.277778,0.277778333,0.15,4,1,0,0,0
678,640,331.75,2.44,2.44,0.15,4,1,0,0,0
678,677,973.077,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
678,679,2919.23,0.722222,0.722221667,0.15,4,1,0,0,0
679,642,941.289,0.495652,0.495651667,0.15,4,1,0,0,0
679,678,1946.15,0.722222,0.722221667,0.15,4,1,0,0,0
679,680,2823.87,0.834783,0.834783333,0.15,4,1,0,0,0
679,688,941.289,0.730435,0.730435,0.15,4,1,0.0730435,0,0
680,645,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
680,679,2823.87,0.834783,0.834783333,0.15,4,1,0,0,0
680,681,2823.87,0.704348,0.704348333,0.15,4,1,0,0,0
681,646,2823.87,0.443478,0.443478333,0.15,4,1,0,0,0
681,680,2823.87,0.704348,0.704348333,0.15,4,1,0,0,0
681,689,1946.15,0.518519,0.518518333,0.15,4,1,0.0518519,0,0
682,110,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
682,683,1946.15,0.833333,0.833333333,0.15,4,1,0,0,0
682,837,1946.15,0.574074,0.574073333,0.15,4,1,0,0,0
683,116,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
683,682,1946.15,0.833333,0.833333333,0.15,4,1,0,0,0
683,704,1946.15,1.7037,1.7037,0.15,4,1,0,0,0
684,109,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
684,685,662.622,0.756522,0.756521667,0.15,4,1,0,0,0
684,705,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
685,684,662.622,0.756522,0.756521667,0.15,4,1,0,0,0
685,686,662.622,1.72174,1.721733333,0.15,4,1,0,0,0
686,110,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
686,675,662.622,0.913043,0.913043333,0.15,4,1,0,0,0
686,685,662.622,1.72174,1.721733333,0.15,4,1,0,0,0
687,99,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
687,676,941.289,2.21739,2.217383333,0.15,4,1,0,0,0
687,707,941.289,1.12174,1.12174,0.15,4,1,0,0,0
688,98,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
688,679,941.289,0.730435,0.730435,0.15,4,1,0,0,0
688,709,941.289,2.53043,2.530433333,0.15,4,1,0,0,0
689,98,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
689,681,2919.23,0.518519,0.518518333,0.15,4,1,0,0,0
689,690,1946.15,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
690,689,2919.23,0.277778,0.277778333,0.15,4,1,0,0,0
690,691,1946.15,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
691,690,2919.23,0.277778,0.277778333,0.15,4,1,0,0,0
691,693,2823.87,0.521739,0.521738333,0.15,4,1,0,0,0
691,715,1946.15,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
692,690,1882.58,0.391304,0.391303333,0.15,4,1,0,0,0
693,695,2823.87,0.86087,0.86087,0.15,4,1,0,0,0
694,94,1.00E+05,1.32,1.32,0.15,4,1,0,0,0
694,97,1.00E+05,1.6,1.6,0.15,4,1,0,0,0
694,692,1882.58,0.365217,0.365216667,0.15,4,1,0,0,0
695,94,1.00E+05,1.32,1.32,0.15,4,1,0,0,0
695,97,1.00E+05,1.6,1.6,0.15,4,1,0,0,0
695,697,2823.87,0.808696,0.808696667,0.15,4,1,0,0,0
696,659,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
696,694,1882.58,1.27826,1.27826,0.15,4,1,0,0,0
696,697,1325.24,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
697,696,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
697,699,2823.87,0.652174,0.652173333,0.15,4,1,0,0,0
697,718,1325.24,0.626087,0.626086667,0.15,4,1,0.0626087,0,0
698,658,1325.24,1.17391,1.17391,0.15,4,1,0,0,0
698,696,1882.58,0.652174,0.652173333,0.15,4,1,0,0,0
698,699,1325.24,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
699,698,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
699,701,1882.58,1.30435,1.30435,0.15,4,1,0,0,0
699,720,1882.58,0.626087,0.626086667,0.15,4,1,0,0,0
700,83,1.00E+05,0.88,0.88,0.15,4,1,0,0,0
700,698,1882.58,0.86087,0.86087,0.15,4,1,0,0,0
701,83,1.00E+05,0.88,0.88,0.15,4,1,0,0,0
701,703,1882.58,0.678261,0.678261667,0.15,4,1,0,0,0
702,657,3892.31,0.777778,0.777778333,0.15,4,1,0.0777778,0,0
702,700,1882.58,1.06957,1.06957,0.15,4,1,0,0,0
702,703,2919.23,0.240741,0.240741667,0.15,4,1,0,0,0
703,82,1.00E+05,0.44,0.44,0.15,4,1,0,0,0
703,702,3892.31,0.240741,0.240741667,0.15,4,1,0.0240741,0,0
703,722,2919.23,0.518519,0.518518333,0.15,4,1,0.0518519,0,0
704,683,1946.15,1.7037,1.7037,0.15,4,1,0,0,0
704,705,1946.15,1.07407,1.07407,0.15,4,1,0,0,0
704,741,920.901,1.69091,1.690916667,0.15,4,1,0,0,0
705,102,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
705,684,662.622,0.678261,0.678261667,0.15,4,1,0,0,0
705,704,1946.15,1.07407,1.07407,0.15,4,1,0,0,0
705,706,1946.15,0.444444,0.444443333,0.15,4,1,0,0,0
706,109,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
706,705,1946.15,0.444444,0.444443333,0.15,4,1,0,0,0
706,707,1946.15,0.444444,0.444443333,0.15,4,1,0,0,0
707,687,941.289,1.12174,1.12174,0.15,4,1,0,0,0
707,706,1946.15,0.444444,0.444443333,0.15,4,1,0,0,0
707,708,1946.15,0.907407,0.907406667,0.15,4,1,0,0,0
707,743,941.289,1.98261,1.982616667,0.15,4,1,0,0,0
708,101,1.00E+05,1.96,1.96,0.15,4,1,0,0,0
708,707,1946.15,0.907407,0.907406667,0.15,4,1,0,0,0
708,709,1946.15,0.351852,0.351851667,0.15,4,1,0,0,0
709,688,941.289,2.53043,2.530433333,0.15,4,1,0,0,0
709,708,1946.15,0.351852,0.351851667,0.15,4,1,0,0,0
709,710,1946.15,0.62963,0.62963,0.15,4,1,0,0,0
709,836,941.289,0.495652,0.495651667,0.15,4,1,0.0495652,0,0
710,709,1946.15,0.62963,0.62963,0.15,4,1,0,0,0
710,711,1946.15,0.814815,0.814815,0.15,4,1,0,0,0
710,726,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
711,710,1946.15,0.814815,0.814815,0.15,4,1,0,0,0
711,712,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
711,713,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
712,713,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
712,727,1946.15,0.740741,0.740741667,0.15,4,1,0,0,0
713,711,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
713,712,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
713,714,1946.15,0.277778,0.277778333,0.15,4,1,0,0,0
714,713,2919.23,0.277778,0.277778333,0.15,4,1,0.0277778,0,0
714,715,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
715,691,1946.15,0.277778,0.277778333,0.15,4,1,0,0,0
715,714,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
716,717,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
716,729,662.622,0.6,0.6,0.15,4,1,0,0,0
717,716,662.622,0.626087,0.626086667,0.15,4,1,0,0,0
717,718,662.622,0.704348,0.704348333,0.15,4,1,0,0,0
717,719,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
717,730,1325.24,0.6,0.6,0.15,4,1,0,0,0
718,97,1.00E+05,1.76,1.76,0.15,4,1,0,0,0
718,697,662.622,0.626087,0.626086667,0.15,4,1,0,0,0
718,717,1325.24,0.704348,0.704348333,0.15,4,1,0,0,0
719,717,662.622,0.652174,0.652173333,0.15,4,1,0,0,0
719,720,1325.24,0.704348,0.704348333,0.15,4,1,0,0,0
719,721,1325.24,1.46087,1.46087,0.15,4,1,0,0,0
719,731,1325.24,0.6,0.6,0.15,4,1,0.06,0,0
720,83,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
720,699,1882.58,0.626087,0.626086667,0.15,4,1,0,0,0
720,719,1325.24,0.704348,0.704348333,0.15,4,1,0.0704348,0,0
721,137,1.00E+05,0.4,0.4,0.15,4,1,0,0,0
721,719,1325.24,1.46087,1.46087,0.15,4,1,0,0,0
721,723,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
721,725,1325.24,1.77391,1.773916667,0.15,4,1,0,0,0
722,83,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
722,703,3892.31,0.518519,0.518518333,0.15,4,1,0.0518519,0,0
722,723,2919.23,0.5,0.5,0.15,4,1,0.05,0,0
723,721,1325.24,0.886957,0.886956667,0.15,4,1,0,0,0
723,724,2919.23,0.111111,0.111111,0.15,4,1,0,0,0
724,725,3892.31,0.388889,0.388888333,0.15,4,1,0.0388889,0,0
724,735,2919.23,0.314815,0.314815,0.15,4,1,0,0,0
725,721,1325.24,1.77391,1.773916667,0.15,4,1,0,0,0
725,722,3892.31,0.5,0.5,0.15,4,1,0.05,0,0
726,710,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
726,727,1325.24,0.93913,0.93913,0.15,4,1,0,0,0
726,745,1882.58,0.93913,0.93913,0.15,4,1,0,0,0
727,712,1946.15,0.740741,0.740741667,0.15,4,1,0,0,0
727,726,1325.24,0.93913,0.93913,0.15,4,1,0,0,0
727,728,1325.24,1.25217,1.25217,0.15,4,1,0,0,0
727,746,1946.15,0.592593,0.592593333,0.15,4,1,0,0,0
728,97,1.00E+05,1.6,1.6,0.15,4,1,0,0,0
728,727,1325.24,1.25217,1.25217,0.15,4,1,0,0,0
728,729,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
729,716,662.622,0.6,0.6,0.15,4,1,0,0,0
729,728,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
729,730,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
729,750,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
730,717,662.622,0.6,0.6,0.15,4,1,0,0,0
730,729,1325.24,0.626087,0.626086667,0.15,4,1,0,0,0
730,731,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
730,756,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
731,719,1325.24,0.6,0.6,0.15,4,1,0,0,0
731,730,1325.24,0.652174,0.652173333,0.15,4,1,0,0,0
731,758,1325.24,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
731,1041,1325.24,0.6,0.6,0.15,4,1,0,0,0
732,137,1.00E+05,0.68,0.68,0.15,4,1,0,0,0
732,1041,1325.24,0.495652,0.495651667,0.15,4,1,0,0,0
732,1042,1325.24,0.234783,0.234783333,0.15,4,1,0,0,0
733,734,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
733,764,1882.58,0.6,0.6,0.15,4,1,0,0,0
733,1042,1325.24,0.834783,0.834783333,0.15,4,1,0,0,0
734,733,1325.24,0.573913,0.573913333,0.15,4,1,0,0,0
734,735,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
734,736,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
735,724,3892.31,0.314815,0.314815,0.15,4,1,0.0314815,0,0
735,734,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
735,736,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
736,735,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
736,767,3892.31,0.481481,0.481481667,0.15,4,1,0,0,0
737,132,1.00E+05,2,2,0.15,4,1,0,0,0
737,660,3395.99,8.01449,8.014483333,0.15,4,1,0,0,0
737,738,1298.36,2.11636,2.116366667,0.15,4,1,0,0,0
737,800,3395.99,5.15942,5.159416667,0.15,4,1,0,0,0
738,737,1298.36,2.11636,2.116366667,0.15,4,1,0,0,0
738,739,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
739,738,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
739,740,1298.36,0.72,0.72,0.15,4,1,0,0,0
740,141,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
740,739,1298.36,0.72,0.72,0.15,4,1,0,0,0
740,741,1298.36,0.545455,0.545455,0.15,4,1,0,0,0
741,704,920.901,1.69091,1.690916667,0.15,4,1,0,0,0
741,740,1298.36,0.545455,0.545455,0.15,4,1,0,0,0
741,742,1351.35,1.37681,1.37681,0.15,4,1,0,0,0
741,802,920.901,2.25818,2.258183333,0.15,4,1,0,0,0
742,102,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
742,741,1351.35,1.37681,1.37681,0.15,4,1,0,0,0
742,743,1351.35,0.652174,0.652173333,0.15,4,1,0,0,0
743,707,941.289,1.98261,1.982616667,0.15,4,1,0,0,0
743,742,1351.35,0.652174,0.652173333,0.15,4,1,0,0,0
743,744,1341.66,1.03704,1.03704,0.15,4,1,0,0,0
744,743,1341.66,1.03704,1.03704,0.15,4,1,0,0,0
744,745,2683.31,1.11111,1.11111,0.15,4,1,0,0,0
744,836,941.289,0.991304,0.991303333,0.15,4,1,0.0991304,0,0
745,726,1882.58,0.93913,0.93913,0.15,4,1,0,0,0
745,744,2683.31,1.11111,1.11111,0.15,4,1,0,0,0
745,746,2683.31,0.611111,0.611111667,0.15,4,1,0,0,0
746,727,1946.15,0.592593,0.592593333,0.15,4,1,0,0,0
746,745,2683.31,0.611111,0.611111667,0.15,4,1,0,0,0
746,748,4024.97,0.351852,0.351851667,0.15,4,1,0,0,0
747,746,2683.31,0.462963,0.462963333,0.15,4,1,0,0,0
748,749,5366.62,0.944444,0.944443333,0.15,4,1,0,0,0
749,750,1325.24,0.495652,0.495651667,0.15,4,1,0,0,0
749,752,5366.62,0.222222,0.222221667,0.15,4,1,0,0,0
749,753,1302.63,0.76,0.76,0.15,4,1,0.076,0,0
750,729,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
750,747,4024.97,0.944444,0.944443333,0.15,4,1,0,0,0
750,749,1325.24,0.495652,0.495651667,0.15,4,1,0,0,0
751,100,1.00E+05,0.92,0.92,0.15,4,1,0,0,0
751,750,4024.97,0.222222,0.222221667,0.15,4,1,0,0,0
752,100,1.00E+05,0.68,0.68,0.15,4,1,0,0,0
752,757,5366.62,0.222222,0.222221667,0.15,4,1,0,0,0
753,749,1302.63,0.76,0.76,0.15,4,1,0,0,0
753,754,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
754,753,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
754,755,1302.63,0.62,0.62,0.15,4,1,0.062,0,0
755,139,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
755,754,1302.63,0.62,0.62,0.15,4,1,0,0,0
755,1040,662.622,1.48696,1.48696,0.15,4,1,0,0,0
756,730,662.622,0.286957,0.286956667,0.15,4,1,0,0,0
756,751,4024.97,0.222222,0.222221667,0.15,4,1,0.0222222,0,0
756,757,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
757,756,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
757,759,5366.62,0.462963,0.462963333,0.15,4,1,0,0,0
757,1039,662.622,1.04348,1.04348,0.15,4,1,0,0,0
758,731,1325.24,0.286957,0.286956667,0.15,4,1,0,0,0
758,756,4024.97,0.462963,0.462963333,0.15,4,1,0.0462963,0,0
758,759,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
759,758,1325.24,0.547826,0.547826667,0.15,4,1,0,0,0
759,760,4024.97,0.592593,0.592593333,0.15,4,1,0,0,0
759,772,1325.24,1.14783,1.14783,0.15,4,1,0,0,0
760,758,4024.97,0.592593,0.592593333,0.15,4,1,0.0592593,0,0
760,761,2919.23,0.407407,0.407406667,0.15,4,1,0,0,0
761,760,4024.97,0.407407,0.407406667,0.15,4,1,0.0407407,0,0
761,762,2919.23,0.5,0.5,0.15,4,1,0,0,0
762,761,4024.97,0.5,0.5,0.15,4,1,0.05,0,0
762,763,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
762,765,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
763,762,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
763,764,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
763,765,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
